probe	entrez	gene	pval.exp	odds.exp	pval.anthr	odds.exp.1	pval.expAnth	odds.expAnth	adjpval
41387_r_at	23135	KDM6B	0.0670255995958073	0.0206012395080571	0.042490507791112	18.6306430793415	0.0203360582781348	50.0161533666107	0.526532792302085
203795_s_at	605	BCL7A	0.0729614312077381	0.0249226419263409	0.0291168032568924	12.3734579943464	0.0225829679504762	41.3280200874672	0.526532792302085
213963_s_at	8819	SAP30	0.0258898914275503	3.90401328802115	0.0297552036683694	2.90951522481484	0.0254599283571095	0.147369010219669	0.526532792302085
210656_at	8726	EED	0.0840901537228802	6.36250002365873	0.0411722403087209	6.55090978456886	0.0260744210392919	0.140159178837282	0.526532792302085
221884_at	2122	MECOM	0.0638516368580749	9.30361547241156	0.0199204996571886	4.39049823812574	0.0276571591341483	0.114862881582005	0.526532792302085
35685_at	6015	RING1	0.0297269930651956	0.0302276104289904	0.0456105301181789	10.2512517396892	0.0278311398818316	24.8096220586866	0.526532792302085
216224_s_at	10013	HDAC6	0.0249003143741539	0.0446003911742846	0.0432988684803948	18.183338892805	0.028267321782151	16.9793660904573	0.526532792302085
201663_s_at	10051	SMC4	0.0128643266370391	23.9448590009703	0.033561068071234	3.61206237590076	0.0284557057162464	0.0658332085257114	0.526532792302085
221863_at	54531	MIER2	0.0469381457949133	0.0609447866191821	0.0461092204120721	13.9516815751036	0.0286135447348843	14.0931837820474	0.526532792302085
215294_s_at	6594	SMARCA1	0.0339584614853505	12.0434666189991	0.0499341288224345	6.09263363369235	0.0286514606122054	0.101180147595954	0.526532792302085
204775_at	8208	CHAF1B	0.0730708466278811	5.67923012620049	0.034484052025624	2.77635497556549	0.0297234645308934	0.126027443487682	0.526532792302085
219960_s_at	51377	UCHL5	0.085828221776563	25.0662423138054	0.0622984489637527	4.90556105441903	0.0297253240271773	0.0412999064138367	0.526532792302085
202928_s_at	5252	PHF1	0.0415544507224096	0.0349947029752065	0.0488470110775691	11.2615111695832	0.0299290561163915	23.3067108901597	0.526532792302085
220083_x_at	51377	UCHL5	0.0512636167155015	305.666626965883	0.0955688685769311	3.57026578677669	0.0302667658038694	0.0023550255384889	0.526532792302085
208987_s_at	22992	KDM2A	0.0921581036248871	0.0742135592237055	0.0409022428306745	8.80211683898917	0.0304485102857827	13.8154674363755	0.526532792302085
203874_s_at	6594	SMARCA1	0.025403093326537	18.4651885120484	0.0588333689754813	8.09720117528134	0.0305236401334542	0.0707616320579813	0.526532792302085
215631_s_at	25855	BRMS1	0.101088503014178	0.0436858454194396	0.0551105084399647	18.0578684375269	0.032751368779443	25.1519444944858	0.535240577278272
217937_s_at	51564	HDAC7	0.0670361219767357	0.0977577584651164	0.0517289939837366	9.95324846034345	0.0335620964232302	9.21773565136205	0.535240577278272
40446_at	5252	PHF1	0.0957812100826206	0.0705340003472036	0.0501094324914068	6.28434233452378	0.0341874938129522	13.8079968321079	0.535240577278272
219847_at	79885	HDAC11	0.107191275720976	0.0218738219727978	0.0713628131560332	18.8407191349295	0.0349069941703221	46.4602643817684	0.535240577278272
207591_s_at	8289	ARID1A	0.102549316528207	0.021291930750629	0.066042707448474	22.6107282645621	0.0370875709778647	45.001280033089	0.553306464318414
201697_s_at	1786	DNMT1	0.0433903396873982	12.71710559124	0.0783775258903509	5.34837738876671	0.0389372868422234	0.053433789703399	0.565615324655456
209572_s_at	8726	EED	0.118025508729006	7.85750357672967	0.0504583147395501	6.34754631495598	0.0437477381918396	0.129942968279873	0.608343960041131
209518_at	6602	SMARCD1	0.0537179579874779	0.0406706941275091	0.0506600958582696	12.5389440726353	0.0454739298441267	19.3162800884183	0.608343960041131
212789_at	23310	NCAPD3	0.139997429559137	10.5544927850756	0.0553021758752048	3.57678172602611	0.0473838285476332	0.0870613258902124	0.608343960041131
203796_s_at	605	BCL7A	0.126125645107276	0.0532951387745388	0.0528961956796705	12.0946058721053	0.0474399786638107	18.100117400144	0.608343960041131
206689_x_at	10524	KAT5	0.0249012501913574	0.0591866365318095	0.0473393892512031	7.82591233442635	0.0474660512689064	12.0133994175916	0.608343960041131
202487_s_at	94239	H2AFV	0.0974306139764557	10.3734906933404	0.0572715540032517	5.68685866255405	0.0486116614853008	0.108118431783727	0.608343960041131
208572_at	8290	HIST3H3	0.121217375278042	0.0516875564348934	0.0512394806027889	7.28770561158408	0.0495932576120487	23.5672073083968	0.608343960041131
200055_at	6881	TAF10	0.105780841345331	0.0954385840292352	0.0478945997012235	6.08908476866741	0.053040946116066	9.44274146231642	0.61506993179542
44822_s_at	54531	MIER2	0.127657209570396	0.0490795413444446	0.0666411031128372	10.2298218235123	0.0533029685002303	19.0420913587594	0.61506993179542
220155_s_at	65980	BRD9	0.133845701681376	0.00716658330075397	0.0932992261882978	24.4379335667439	0.0535048647421823	127.206600538855	0.61506993179542
201774_s_at	9918	NCAPD2	0.129417463162168	14.819885014312	0.0514185879683192	1.5301763919145	0.0563457671876925	0.0505659603273238	0.61506993179542
212524_x_at	3014	H2AFX	0.0189719198779669	0.0575918897651965	0.060394687696985	11.7382719029081	0.0570635854510037	11.8843977631245	0.61506993179542
203138_at	8520	HAT1	0.146181269185901	11.1578513456947	0.0519672024254939	9.79339703302358	0.0571235626405276	0.0920128229542528	0.61506993179542
203873_at	6594	SMARCA1	0.0200859082170858	4.29322362216776	0.0349277698774659	2.99148327744603	0.0587380990371318	0.134509411436195	0.61506993179542
220328_at	80012	PHC3	0.153083316175118	4.44752647344759	0.0323254576871399	3.98251378239348	0.0590556275093429	0.22411092004418	0.61506993179542
205345_at	580	BARD1	0.150773396345325	10.0422948688786	0.0703763945260808	5.22796269815206	0.0621792539489712	0.0824973624698924	0.624626034461919
208371_s_at	6015	RING1	0.0744641365922657	0.0669161423676327	0.0478048592061453	6.55946115145285	0.0622362896655897	11.6699576268238	0.624626034461919
203358_s_at	2146	EZH2	0.171189639155004	18.7387010957748	0.0888682557064491	3.62047016509466	0.0652740168331428	0.0559427302803352	0.625753619771813
206846_s_at	10013	HDAC6	0.184192919910781	0.0189002284642604	0.102708687036236	18.2287370631305	0.0662613643594347	54.4261411379254	0.625753619771813
213253_at	10592	SMC2	0.173442679894261	4.97518366202674	0.0430182060698626	3.07697755075451	0.066498534924324	0.168580623099744	0.625753619771813
204252_at	1017	CDK2	0.0488396716978102	3.9619616666861	0.0559116255870596	3.84095335961192	0.0672018565819371	0.148723675232515	0.625753619771813
202463_s_at	53615	MBD3	0.0200252395248387	0.0645430312841514	0.0592286602179205	9.03295464085415	0.0708259156295479	10.1304007357824	0.625753619771813
210719_s_at	10362	HMG20B	0.163431160139045	0.137403631747099	0.0573340817452526	5.16946762296206	0.0708712010967625	8.96983697871738	0.625753619771813
201353_s_at	11176	BAZ2A	0.169861857514438	0.150134267786135	0.0509290192774102	5.09412020609765	0.071479470272261	8.04687993743779	0.625753619771813
201355_s_at	11176	BAZ2A	0.193772561589223	0.0515954083616345	0.0627754094205584	8.50210477703779	0.0723914991530326	21.0817681107825	0.625753619771813
217250_s_at	26038	CHD5	0.0218218820325904	0.044896852790289	0.0769649642796044	19.1642104640271	0.0725511443213696	37.2540116910825	0.625753619771813
32259_at	2145	EZH1	0.168999611966747	0.0943106328237244	0.0670974840602094	4.49321709701721	0.0741798801207899	9.82961773292004	0.629958366564247
208067_x_at	7404	UTY	0.113306576103689	0.0793786126099902	0.061551593557617	7.06298513097281	0.0785596163665288	10.382693033569	0.645454293402375
203345_s_at	22823	MTF2	0.153585804477008	10.5002829686294	0.0757670036983649	4.34674981922884	0.0799563525308836	0.0732319988899437	0.645454293402375
218173_s_at	54904	WHSC1L1	0.0207016132674428	0.119755021312468	0.0797492713389167	10.8534494448681	0.0808204541770495	13.5689386302843	0.645454293402375
219746_at	8110	DPF3	0.218581469451168	0.107543833020224	0.0649284155423183	6.92934414338915	0.0820562372977278	10.2328767950989	0.645454293402375
203064_s_at	3607	FOXK2	0.0713471116421177	4.0286593796665	0.0468067994302368	2.43785781792297	0.0847107461335871	0.147746198270673	0.645454293402375
202383_at	8242	KDM5C	0.145181770993096	0.0653261039488507	0.0657216124538369	9.83621205927932	0.0864655325749056	13.2951379799315	0.645454293402375
201292_at	7153	TOP2A	0.0260391178211696	20.6066020688516	0.076031966008663	5.60923126137979	0.0869993037817661	0.0892985086335987	0.645454293402375
203278_s_at	51317	PHF21A	0.229740364954163	9.97656739333277	0.0687971865718238	6.0589478486671	0.0875983062729002	0.0896076270168499	0.645454293402375
209192_x_at	10524	KAT5	0.0586152032328436	0.0828237060567908	0.0561759781858845	6.84335609721229	0.0876564847505172	8.91012956405498	0.645454293402375
40640_at	29781	NCAPH2	0.104415559835064	0.110694284253	0.0594576930415047	6.840973723338	0.0882308754849193	7.30726333486632	0.645454293402375
202455_at	10014	HDAC5	0.144083127568906	0.180399162758836	0.0544476350104397	8.5565352601424	0.0891868674505683	4.93566377643167	0.645454293402375
201664_at	10051	SMC4	0.0142673393376054	16.0977005841401	0.0690308600619272	4.9012213362522	0.0920939492758923	0.112520396250217	0.645454293402375
201354_s_at	11176	BAZ2A	0.194781583305756	0.0235395858047227	0.0917830416134993	10.3686034011499	0.0921000484512661	38.2819938044788	0.645454293402375
220605_s_at	22933	SIRT2	0.223569173731683	0.0871582459653791	0.0603589262367231	9.05034291838216	0.0931489669007363	11.1385771673417	0.645454293402375
218166_s_at	51773	RSF1	0.244646759739195	7.01987370698369	0.057165255235689	2.10416672499394	0.0935938962146794	0.135175446513375	0.645454293402375
208861_s_at	546	ATRX	0.112267434175288	20.2737680438161	0.0625403819062097	14.0624555523826	0.0947134017492615	0.063677709431702	0.645454293402375
218662_s_at	64151	NCAPG	0.0322212802792483	16.2810036245035	0.0718771386580597	5.70904300221571	0.0981943252443629	0.109706811761546	0.653700869268603
204566_at	8493	PPM1D	0.154468995919582	6.0847587189599	0.0587273915565883	3.42521033905233	0.099290425683164	0.19184372050465	0.653700869268603
213344_s_at	3014	H2AFX	0.242971786889613	0.112768689483614	0.0580447005748619	11.2930485344921	0.0994762192365266	10.272885102148	0.653700869268603
209053_s_at	7468	WHSC1	0.119886281098822	15.3837037445965	0.0802359913621835	5.05808072463718	0.101292690768483	0.0857617560297454	0.657806650637678
205447_s_at	7786	MAP3K12	0.263194853374218	0.135130720263074	0.065865964260205	4.67350270514366	0.10264677017939	7.92995780420706	0.658849036500271
219084_at	64324	NSD1	0.0738667880032581	0.120167286744222	0.0844040109980516	7.45531333554758	0.104209580684337	12.4753142366782	0.661191822273035
213226_at	890	CCNA2	0.213306464957055	10.6732459225232	0.0718771445918855	2.81798025352079	0.107047301901557	0.11351273441555	0.671478530109767
220200_s_at	387893	SETD8	0.273380885115801	5.48325533961943	0.0546983317316754	4.04998985376126	0.109308733545777	0.166883671634683	0.672241715152373
213984_at	23244	PDS5A	0.2549990582653	5.38888174010069	0.0722449271745806	7.51214024203074	0.11135250335935	0.185824560060737	0.672241715152373
41386_i_at	23135	KDM6B	0.277169263348539	0.108333093936356	0.071793172657557	8.12684127838627	0.113045814637412	9.24654914792426	0.672241715152373
208828_at	54107	POLE3	0.263307871856008	8.40752249986206	0.0572645650669356	4.13157292478095	0.113998580931671	0.123583338364207	0.672241715152373
210559_s_at	983	CDK1	0.0893880997326594	18.1747573020389	0.0838075232087814	4.75120379406354	0.115943185029831	0.0901585070814777	0.672241715152373
212152_x_at	8289	ARID1A	0.0232402623012338	0.116160877327288	0.068753403315814	4.01625744669498	0.117144739266466	5.66959487144839	0.672241715152373
214501_s_at	9555	H2AFY	0.255038534867908	0.114952650513856	0.08200644306736	6.14460131704282	0.119906837450454	10.2687364982637	0.672241715152373
215623_x_at	10051	SMC4	0.0990834525322586	6.51419650298658	0.0653422593281981	3.33505840438455	0.121207465567081	0.205832142261022	0.672241715152373
205169_at	5929	RBBP5	0.284695381809586	5.43461600080776	0.0636521177043711	4.19762455984811	0.12154471328288	0.184262969101749	0.672241715152373
204880_at	4255	MGMT	0.286969456711559	0.210258986691068	0.0595674209383074	4.51781381959606	0.121652347197397	4.82653513812759	0.672241715152373
222147_s_at	79913	ACTR5	0.193377040765198	0.214019431246423	0.0766908497270085	5.94480998906437	0.122661929506941	6.20344562229614	0.672241715152373
211988_at	6605	SMARCE1	0.213324924045163	0.0621941700794864	0.0710067287703892	8.36681909244819	0.126196401325405	21.4628525728589	0.672241715152373
201838_s_at	9913	SUPT7L	0.310909155094344	0.148857571886035	0.0647860363898176	5.72850015381889	0.126480636716033	7.27323457063025	0.672241715152373
215521_at	80012	PHC3	0.286739410675419	3.87709726589254	0.0492189134832409	4.70358449706405	0.126734105646072	0.215340892626879	0.672241715152373
203214_x_at	983	CDK1	0.156888687681701	12.8131446624511	0.078596439477993	4.12595763896285	0.127152362547891	0.113182692127387	0.672241715152373
213189_at	84864	MINA	0.102064207087794	7.03941760008051	0.0596705980383729	5.01384672976564	0.127366934721434	0.183397534149996	0.672241715152373
203297_s_at	3720	JARID2	0.312116961557951	0.0995906056200355	0.0886961771147072	9.15976436147582	0.128337173078199	10.3082325319654	0.672241715152373
220946_s_at	29072	SETD2	0.166123221833364	6.3027137610401	0.0633380995163727	3.76039353941343	0.129275858683846	0.116473093376575	0.672241715152373
212689_s_at	55818	KDM3A	0.311134514893303	8.31199838324922	0.0706771520041219	7.63693089677006	0.131220759790696	0.107298380528819	0.672241715152373
207982_at	3010	HIST1H1T	0.0587454928898768	0.221828764189293	0.0775237366947286	8.28540757696303	0.132561699107117	7.06864167525592	0.672241715152373
219588_s_at	54892	NCAPG2	0.281889817005056	3.71304805678132	0.054598781117363	3.03574276487005	0.132868535158148	0.219341940887074	0.672241715152373
217986_s_at	11177	BAZ1A	0.324423409722199	5.87177356034152	0.0573720568110829	4.073558239829	0.133961211352828	0.162465048346439	0.672241715152373
202293_at	10274	STAG1	0.290028235806184	9.31832282900051	0.0696318321450684	4.69322445461987	0.137206199682383	0.0910376495400984	0.682322722744824
202182_at	2648	KAT2A	0.307228497515411	0.10683790427127	0.0763153038379953	7.16919414907761	0.140038043573055	8.93906465569874	0.6901875004672
202556_s_at	10445	MCRS1	0.294780009864223	0.240247689323457	0.0696207057133225	5.58862572398451	0.143905421185681	5.21303735635189	0.702971614995539
205446_s_at	1386	ATF2	0.235911424357373	4.86017799514756	0.0651515219106757	3.84089637734517	0.145478267671234	0.232484527527609	0.704421085565975
221212_x_at	55193	PBRM1	0.0141965009731483	2.72186051419681	0.0948397820985886	3.40103078382506	0.148062297975811	0.180746221157126	0.70861227763677
204535_s_at	5978	REST	0.332623455469736	0.174229623147836	0.079436988179682	7.79529959045041	0.149383818377678	6.3239029798537	0.70861227763677
214258_x_at	10524	KAT5	0.141768751612758	0.218922399119928	0.0561177254735599	5.50071929434645	0.150503821386497	3.69473912022729	0.70861227763677
212267_at	23063	WAPAL	0.288228476240645	0.221877826618632	0.0662908625453623	3.10438011844134	0.15454723224057	5.62833024389767	0.70861227763677
208989_s_at	22992	KDM2A	0.358282337450868	0.094664209379276	0.0860543912928997	10.4453587277548	0.154974541449349	11.4833550049596	0.70861227763677
209060_x_at	8202	NCOA3	0.130186537824747	0.407480281255441	0.0547229046084228	4.56739990988576	0.156255766812663	3.80466310656685	0.70861227763677
203298_s_at	3720	JARID2	0.333196510060391	0.148117109718481	0.0792798461858564	5.95228857628058	0.157675050025293	7.99690572122751	0.70861227763677
209113_s_at	10362	HMG20B	0.362516436048239	0.318073406356436	0.0590668316980975	4.43492837522087	0.158143509160426	3.28067413571975	0.70861227763677
212597_s_at	10042	HMGXB4	0.24928251936766	4.5637284916381	0.0716270485486173	4.05375443379923	0.159617971795893	0.173927963543334	0.70861227763677
222183_x_at	53615	MBD3	0.281163016270223	0.204336108006255	0.0710280795312246	6.10562593713746	0.162003173539192	6.06881469689891	0.70861227763677
203346_s_at	22823	MTF2	0.113234323541416	3.91950367735999	0.0895614106652065	3.8578894656756	0.162325664085742	0.161421918568744	0.70861227763677
202473_x_at	3054	HCFC1	0.13754890861184	0.115040612428313	0.067627523125568	8.09475698980996	0.164511279394264	6.66804081381039	0.70861227763677
201836_s_at	9913	SUPT7L	0.32189558372546	0.18406959663286	0.0693548927812078	4.21880043933412	0.165480238637905	5.03375763883008	0.70861227763677
215616_s_at	23030	KDM4B	0.280272927791286	0.188868333723419	0.0707812743799484	4.60539389999945	0.165584080813577	4.70658672169257	0.70861227763677
207484_s_at	10919	EHMT2	0.291151787002969	0.0670784646132743	0.0904318011183103	10.5807753435312	0.165628254611303	13.055247719094	0.70861227763677
216023_at	23030	KDM4B	0.151758229668332	0.188583800373002	0.0763998686208083	6.1796363142891	0.168031900784493	4.2218233597086	0.70861227763677
216845_x_at	8085	KMT2D	0.193001050930658	0.152309723062796	0.0729216035618105	6.71678356117212	0.168167044149306	5.3192374876415	0.70861227763677
212076_at	4297	KMT2A	0.200193779882639	0.157026385572956	0.0827143036948965	7.3999049624335	0.172597481054566	5.13647974258608	0.709088080455822
221094_s_at	55140	ELP3	0.370547377644517	3.38889232998776	0.0679319327830989	5.44975474080211	0.173123053523373	0.256614317762199	0.709088080455822
213660_s_at	8940	TOP3B	0.0368510099470611	0.126035049927698	0.0663054649835514	8.06599249358372	0.174233622569005	5.04412545478614	0.709088080455822
207956_x_at	23047	PDS5B	0.37303124654413	3.30199494596417	0.0744171040811428	5.29390094047606	0.174609812633515	0.263512208729761	0.709088080455822
204946_s_at	7156	TOP3A	0.393596432513135	0.135973782108985	0.0832730221479415	9.31893551593892	0.174702860402159	7.88310509030521	0.709088080455822
214885_at	84148	KAT8	0.149957984230926	0.074817988794643	0.0707453340205196	9.3990157170704	0.177003769017775	10.0132147861249	0.709485429877893
212612_at	23186	RCOR1	0.214657951615949	4.49651316375234	0.0818054899420048	6.5724094636534	0.179338533540194	0.165859318301595	0.709485429877893
210053_at	6877	TAF5	0.391462467471037	5.9347653330959	0.0564598065737909	2.44897333171733	0.180786463919071	0.146712083857465	0.709485429877893
208740_at	10284	SAP18	0.250443426161014	0.171319400439965	0.0845459012427979	3.23947066473171	0.183904802900062	7.8311254807514	0.709485429877893
208988_at	22992	KDM2A	0.208169102005751	0.252408109297838	0.0653165840095514	4.6525552247067	0.18401729834542	5.35834401403043	0.709485429877893
212495_at	23030	KDM4B	0.234609241424274	0.196083938622873	0.0662885572080527	4.36195337810747	0.184637661255188	4.20631871325223	0.709485429877893
215038_s_at	29072	SETD2	0.328001451426031	4.91799981997557	0.0762577358510735	7.44000467373132	0.18496620771292	0.165230746424458	0.709485429877893
220619_at	55636	CHD7	0.401879846244616	0.137146794229535	0.10670500812772	9.27698844705934	0.18508315562032	8.24061895605378	0.709485429877893
217563_at	9575	CLOCK	0.156710408344324	0.228035026617599	0.0671718740909042	5.18000710504044	0.192150489559689	3.4743758393559	0.73042887292774
217075_x_at	9757	KMT2B /// KMT2B	0.371106803918599	2.76932585036272	0.0723436143460408	4.11179958674262	0.19319314392654	0.30327798503217	0.73042887292774
203461_at	1106	CHD2	0.401213335390937	0.274374109355411	0.0633586126701815	5.67154937340988	0.197020757161444	3.57699265452167	0.739833047300116
213654_at	27097	TAF5L	0.314541082631784	2.65789851463491	0.0614780164408414	2.93206939310945	0.200698986795475	0.295953184514523	0.743529268725336
200853_at	3015	H2AFZ	0.277763830150135	5.14659795693803	0.062045292608807	4.9729318413659	0.202088004461842	0.243606678127455	0.743529268725336
212493_s_at	29072	SETD2	0.4427387583067	5.13800893444004	0.0711556302008466	5.16311269094178	0.202870808761764	0.188038361137511	0.743529268725336
217069_at	9757	KMT2B	0.262483322146104	0.206847596460298	0.0866286747730465	6.35178434218259	0.204073246184711	4.02517182083524	0.743529268725336
203249_at	2145	EZH1	0.220163732089593	0.117073700290592	0.0689506123520891	3.80323182758018	0.205154281062869	6.64607242046471	0.743529268725336
217985_s_at	11177	BAZ1A	0.256578771618032	2.99449282233561	0.07920005586043	3.57905539888567	0.206617793531224	0.245573391987818	0.743529268725336
214865_at	84444	DOT1L	0.431055450798877	0.229320467336742	0.0764557690146829	4.74917721551218	0.208338769333844	4.3186686020835	0.743529268725336
203976_s_at	10036	CHAF1A	0.264312512514501	3.4570866778602	0.0819962339531697	2.88935355231485	0.210874556833193	0.209511685928205	0.743529268725336
214463_x_at	8363	HIST1H4J	0.162647469619831	0.373155763300353	0.102115344942453	5.10268370550877	0.211365692783277	4.05546454829218	0.743529268725336
203792_x_at	7703	PCGF2	0.412826312482428	0.0245636597837428	0.077762784151362	39.6577328889583	0.212454452520793	36.0130730039794	0.743529268725336
212496_s_at	23030	KDM4B	0.443231876028512	0.22287690084953	0.0665141185788829	3.03589088973102	0.214244700971621	4.38810502713515	0.743529268725336
214157_at	2778	GNAS	0.208419520048954	3.85086221193697	0.0644046080388445	3.53459477316754	0.216692227354352	0.322931499823451	0.743529268725336
220085_at	3070	HELLS	0.297794076098911	3.1812875105016	0.0723670068666928	2.93725665438358	0.218313787121899	0.231140468945594	0.743529268725336
203213_at	983	CDK1	0.10631611199824	7.02958420992282	0.0666371319903598	4.04861725997243	0.218948738550177	0.246092694353301	0.743529268725336
201075_s_at	6599	SMARCC1	0.37991530909993	3.19045891842493	0.073906739554771	3.97000518108145	0.220166120033615	0.255741283078708	0.743529268725336
41160_at	53615	MBD3	0.220122688822351	0.1644337441249	0.0749854605876413	5.22676476316978	0.221956639961919	4.79928666231732	0.743529268725336
221617_at	51616	TAF9B	0.435431495067418	3.7884446648913	0.0759018757188952	4.19401531793765	0.222566991519991	0.226858540200579	0.743529268725336
204980_at	9575	CLOCK	0.232728916808686	0.292953324568337	0.0833379695243314	4.92515318335938	0.227083156028216	4.94941783429709	0.743529268725336
218829_s_at	55636	CHD7	0.463790174099283	3.76816458601684	0.065088750189514	4.88887964153376	0.2275077452996	0.266671017723885	0.743529268725336
219542_at	79858	NEK11	0.344637209995832	0.415706045645517	0.081301240259138	4.09386914920208	0.228174546449744	3.1615310448791	0.743529268725336
209061_at	8202	NCOA3	0.288981842062443	0.34442798974427	0.0747066687817959	4.31524970401359	0.228318203024469	3.87305512946085	0.743529268725336
203845_at	8850	KAT2B	0.00677198451467587	10.1690073526014	0.0512910337312884	9.72038718604277	0.231004546314869	0.19001466984132	0.743529268725336
208569_at	8335	HIST1H2AB	0.396846388686348	0.22613573817375	0.0907336050452493	5.94451901185327	0.231892128744778	5.40291906925181	0.743529268725336
210649_s_at	8289	ARID1A	0.0837429449861975	0.14383384056152	0.0835597488132157	3.71091985075521	0.232543501821846	4.83810557347983	0.743529268725336
205277_at	7799	PRDM2	0.253203385208404	0.21151194845785	0.0690846600954824	4.44468998776534	0.234519845785819	3.80088800257377	0.743529268725336
212922_s_at	56950	SMYD2	0.360633342821956	4.90309839106233	0.0647826687124968	4.63310441857521	0.234537401076703	0.231835349354616	0.743529268725336
212949_at	23397	NCAPH	0.29222378933091	5.78836406992012	0.0682901071271612	2.91709532205756	0.235635756426568	0.245728143718223	0.743529268725336
208806_at	1107	CHD3	0.0726325888591319	0.107904824112084	0.0686095024162177	6.64642341042366	0.235720329758938	6.02016906503923	0.743529268725336
208547_at	3018	HIST1H2BB	0.431615405169781	0.120880390200637	0.106048102719602	9.32100797689515	0.238578391366461	9.63483558512655	0.7482685911039
211804_s_at	1017	CDK2	0.164667960222241	2.12156956463061	0.0521622813893102	3.10910216167969	0.244522861251715	0.306782269353485	0.762579770683315
201182_s_at	1108	CHD4	0.493175264427485	0.173925104728683	0.0793832127747206	6.78548111462389	0.248266591436383	5.6143851983999	0.765579095596872
218457_s_at	1788	DNMT3A	0.161471806538506	3.30568599915112	0.0598933827919155	2.19845219525086	0.24943203878607	0.184097361179024	0.765579095596872
213983_s_at	23244	PDS5A	0.17724076565903	5.33771449131024	0.0657746826967383	6.65993528265107	0.251383791542097	0.254448649501413	0.765579095596872
212080_at	4297	KMT2A	0.442482940599362	0.245783765651341	0.0792122554330911	4.09343384587159	0.255216660235053	3.74737545860466	0.765579095596872
219262_at	79723	SUV39H2	0.525955846252108	4.23683134306901	0.0553742243963635	2.32876583091593	0.257246355004541	0.227886048591832	0.765579095596872
209105_at	8648	NCOA1	0.225724867920881	2.19380795570015	0.0832708423919311	5.28254355002827	0.25726503249394	0.320148483366429	0.765579095596872
213826_s_at	3020	H3F3A	0.215464840956549	0.211849026998406	0.0938300317691797	4.89167426322976	0.257695595694977	3.71229195441708	0.765579095596872
218788_s_at	64754	SMYD3	0.285334526529762	4.51727272891279	0.071255269118066	3.52243760698793	0.258202253092246	0.266552951247171	0.765579095596872
213911_s_at	3015	H2AFZ	0.198314054859533	5.18973577110659	0.0608612350986129	4.81654754430562	0.259009805088325	0.281147723500213	0.765579095596872
218620_s_at	51409	HEMK1	0.515127369526713	0.302143526510383	0.072340226811578	4.27446554298706	0.259353787819955	3.30603900843532	0.765579095596872
206531_at	8193	DPF1	0.520446620233634	0.298329551776982	0.0771835565634308	6.62784619416443	0.264196783901712	3.66825241656304	0.769725241799927
203204_s_at	9682	KDM4A	0.187267245428914	0.110364932302232	0.0792241803800242	8.28802071905918	0.265404468935023	6.48750235912152	0.769725241799927
204898_at	8819	SAP30	0.289986578616747	0.237701853140736	0.0664640322618288	5.92086408396639	0.268692925526813	3.42715841638614	0.769725241799927
209702_at	79068	FTO	0.502914438258032	0.174544967898534	0.0857686544421506	4.78997798619246	0.270451439325574	5.40263832651424	0.769725241799927
212596_s_at	10042	HMGXB4	0.341906656072164	3.5493427224993	0.0753147974450473	3.41857195383028	0.27076295216208	0.21472959120255	0.769725241799927
218242_s_at	51111	SUV420H1	0.287333887351104	0.313922699709951	0.0817017039629997	3.33708856787879	0.273882532212468	4.26511241941163	0.769725241799927
204667_at	3169	FOXA1	0.0215737249394349	0.624689457007221	0.0581256339502767	1.34133056309125	0.276632266072186	4.58208939245973	0.769725241799927
203199_s_at	4552	MTRR	0.0479469580024102	4.12939710066647	0.0639324808057148	4.81620794674339	0.276692644972035	0.385923279513818	0.769725241799927
212452_x_at	23522	KAT6B	0.545247094839444	0.193264362249004	0.0809760756108022	6.21070494894906	0.276920204698403	5.15156850959762	0.769725241799927
205448_s_at	7786	MAP3K12	0.552140748643024	0.19782779391431	0.0767417385647026	4.25528245023556	0.27798787884371	5.09645513236012	0.769725241799927
202423_at	7994	KAT6A	0.344916054169072	0.406399439510067	0.0840882198143018	3.99268473218256	0.278197304703375	3.23483388575485	0.769725241799927
208807_s_at	1107	CHD3	0.0415836399470648	0.134297182200256	0.0637409183956605	5.33113218778634	0.278645728880889	4.60311648774369	0.769725241799927
218878_s_at	23411	SIRT1	0.0784911493007806	0.505686360820784	0.070914546899812	3.30200730676347	0.280128431415985	3.29694900131574	0.769725241799927
204531_s_at	672	BRCA1	0.0129117290851817	5.35095924898498	0.0597407129459983	4.56965909085571	0.280280386959756	0.356404307831587	0.769725241799927
208076_at	8360	HIST1H4D	0.299910087575779	0.368191593630104	0.0932702819683841	6.40275266435946	0.28518826728471	3.66698619943981	0.770024114695484
210347_s_at	53335	BCL11A	0.0690570199185969	1.54233427865883	0.0658030590381053	2.29098639974026	0.287178380947366	0.354667181442831	0.770024114695484
212079_s_at	4297	KMT2A	0.464729879971602	0.318828686130746	0.0765764592098435	5.75273679822971	0.287697976338599	3.67182960118127	0.770024114695484
212914_at	23492	CBX7	0.299966784995678	0.237162873564919	0.0688160539246807	3.45247306951453	0.288097410176039	3.27005423204593	0.770024114695484
212140_at	23244	PDS5A	0.168890950658543	0.462482952352086	0.0658983992423509	2.9750761544167	0.289489104215993	3.31354261563619	0.770024114695484
221582_at	92815	HIST3H2A	0.38868384459148	2.4282118670753	0.0655080713841238	4.330428894799	0.289561361657231	0.322566053171444	0.770024114695484
209911_x_at	3017	HIST1H2BD	0.543252547941714	0.34198352118681	0.0937434242703874	4.55843711059365	0.290154014233081	3.31802265574864	0.770024114695484
